ANO;GEO_COD;GEO_COD_DSG;NIVEL;NIVEL_DSG;N_ALOJAMENTOS;N_ALOJAMENTOS_FAMILIARES;N_ALOJAMENTOS_FAM_CLASSICOS;N_ALOJAMENTOS_FAM_N_CLASSICOS;N_ALOJAMENTOS_COLECTIVOS;N_CLASSICOS_RES_HABITUAL;N_ALOJAMENTOS_RES_HABITUAL;N_ALOJAMENTOS_VAGOS
2011;'110649005; ;7;Secção;263;260;259;1;3;149;150;70
2011;'110649006; ;7;Secção;361;359;358;1;2;208;209;90
2011;'110649007; ;7;Secção;223;220;220;0;3;141;141;45
2011;'110650001; ;7;Secção;304;303;303;0;1;222;222;42
2011;'110650002; ;7;Secção;325;323;323;0;2;220;220;30
2011;'110650003; ;7;Secção;399;399;399;0;0;277;277;67
2011;'110650004; ;7;Secção;276;267;266;1;9;191;192;38
2011;'110650005; ;7;Secção;283;279;278;1;4;190;191;23
2011;'110650006; ;7;Secção;277;276;276;0;1;159;159;94
2011;'110650007; ;7;Secção;248;243;243;0;5;127;127;39
2011;'110650008; ;7;Secção;259;256;256;0;3;171;171;61
2011;'110650009; ;7;Secção;179;176;176;0;3;117;117;35
2011;'110650010; ;7;Secção;200;198;198;0;2;124;124;28
2011;'110650011; ;7;Secção;142;139;139;0;3;76;76;53
2011;'110650012; ;7;Secção;203;200;200;0;3;152;152;45
2011;'110650013; ;7;Secção;190;188;188;0;2;120;120;38
2011;'110650014; ;7;Secção;196;189;189;0;7;121;121;45
2011;'110650015; ;7;Secção;258;258;258;0;0;195;195;47
2011;'110650016; ;7;Secção;351;349;349;0;2;268;268;58
2011;'110651001; ;7;Secção;341;341;339;2;0;265;267;47
2011;'110651002; ;7;Secção;294;294;294;0;0;216;216;55
2011;'110651003; ;7;Secção;317;317;316;1;0;227;228;69
2011;'110651004; ;7;Secção;319;318;317;1;1;210;211;56
2011;'110651005; ;7;Secção;235;235;235;0;0;137;137;32
2011;'110651006; ;7;Secção;333;333;332;1;0;234;235;60
2011;'110651007; ;7;Secção;273;269;269;0;4;172;172;36
2011;'110651008; ;7;Secção;271;271;271;0;0;167;167;67
2011;'110651009; ;7;Secção;267;266;266;0;1;148;148;73
2011;'110652001; ;7;Secção;242;241;241;0;1;149;149;67
2011;'110652002; ;7;Secção;329;325;325;0;4;153;153;136
2011;'110652003; ;7;Secção;300;296;296;0;4;108;108;163
2011;'110653001; ;7;Secção;389;387;383;4;2;272;276;82
2011;'110653002; ;7;Secção;302;299;299;0;3;190;190;96
2011;'110653003; ;7;Secção;331;330;330;0;1;180;180;101
2011;'110653004; ;7;Secção;249;248;248;0;1;127;127;105
2011;'110653005; ;7;Secção;245;245;244;1;0;171;172;60
2011;'110653006; ;7;Secção;370;367;367;0;3;235;235;111
2011;'110653007; ;7;Secção;205;205;205;0;0;151;151;35
2011;'11060100101; ;8;Subsecção;2;2;2;0;0;0;0;0
2011;'11060100102; ;8;Subsecção;28;28;28;0;0;20;20;6
2011;'11060100103; ;8;Subsecção;20;20;20;0;0;18;18;1
2011;'11060100104; ;8;Subsecção;1;1;1;0;0;1;1;0
2011;'11060100105; ;8;Subsecção;23;23;23;0;0;21;21;2
2011;'11060100106; ;8;Subsecção;14;14;14;0;0;12;12;1
2011;'11060100107; ;8;Subsecção;29;29;29;0;0;19;19;7
2011;'11060100108; ;8;Subsecção;5;4;4;0;1;4;4;0
2011;'11060100109; ;8;Subsecção;7;7;7;0;0;3;3;3
2011;'11060100110; ;8;Subsecção;33;33;33;0;0;27;27;3
2011;'11060100111; ;8;Subsecção;8;8;8;0;0;8;8;0
2011;'11060100112; ;8;Subsecção;6;6;6;0;0;5;5;1
2011;'11060100113; ;8;Subsecção;40;40;40;0;0;25;25;14
2011;'11060100114; ;8;Subsecção;48;48;48;0;0;29;29;17
2011;'11060100115; ;8;Subsecção;2;2;2;0;0;2;2;0
2011;'11060100201; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11060100202; ;8;Subsecção;71;71;71;0;0;52;52;6
2011;'11060100203; ;8;Subsecção;173;173;173;0;0;162;162;2
2011;'11060100204; ;8;Subsecção;106;106;106;0;0;94;94;2
2011;'11060100301; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11060100302; ;8;Subsecção;17;17;17;0;0;17;17;0
2011;'11060100303; ;8;Subsecção;20;20;20;0;0;14;14;4
2011;'11060100304; ;8;Subsecção;6;6;6;0;0;5;5;1
2011;'11060100305; ;8;Subsecção;66;66;66;0;0;58;58;3
2011;'11060100306; ;8;Subsecção;31;31;31;0;0;29;29;1
2011;'11060100307; ;8;Subsecção;8;8;8;0;0;8;8;0
2011;'11060100308; ;8;Subsecção;23;23;23;0;0;21;21;1
2011;'11060100309; ;8;Subsecção;22;22;22;0;0;18;18;0
2011;'11060100310; ;8;Subsecção;24;24;24;0;0;18;18;1
2011;'11060100311; ;8;Subsecção;25;25;25;0;0;22;22;0
2011;'11060100312; ;8;Subsecção;24;24;24;0;0;20;20;2
2011;'11060100313; ;8;Subsecção;22;22;22;0;0;18;18;2
2011;'11060100401; ;8;Subsecção;45;45;45;0;0;43;43;1
2011;'11060100402; ;8;Subsecção;18;18;18;0;0;12;12;5
2011;'11060100403; ;8;Subsecção;125;125;125;0;0;113;113;4
2011;'11060100404; ;8;Subsecção;14;14;14;0;0;8;8;5
2011;'11060100405; ;8;Subsecção;56;56;56;0;0;48;48;4
2011;'11060100406; ;8;Subsecção;28;28;28;0;0;25;25;1
2011;'11060100407; ;8;Subsecção;64;64;64;0;0;47;47;6
2011;'11060100501; ;8;Subsecção;26;26;26;0;0;19;19;4
2011;'11060100502; ;8;Subsecção;29;29;29;0;0;23;23;5
2011;'11060100503; ;8;Subsecção;48;48;48;0;0;38;38;5
2011;'11060100504; ;8;Subsecção;38;38;38;0;0;29;29;5
2011;'11060100505; ;8;Subsecção;18;18;18;0;0;17;17;0
2011;'11060100506; ;8;Subsecção;13;13;13;0;0;13;13;0
2011;'11060100507; ;8;Subsecção;110;110;110;0;0;88;88;16
2011;'11060100508; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11060100601; ;8;Subsecção;56;56;56;0;0;50;50;1
2011;'11060100602; ;8;Subsecção;6;6;6;0;0;5;5;0
2011;'11060100603; ;8;Subsecção;14;14;14;0;0;14;14;0
2011;'11060100604; ;8;Subsecção;12;12;12;0;0;11;11;0
2011;'11060100605; ;8;Subsecção;14;14;14;0;0;13;13;0
2011;'11060100606; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11060100607; ;8;Subsecção;10;10;10;0;0;8;8;2
2011;'11060100608; ;8;Subsecção;8;8;8;0;0;7;7;0
2011;'11060100609; ;8;Subsecção;10;10;10;0;0;8;8;1
2011;'11060100610; ;8;Subsecção;8;8;8;0;0;6;6;1
2011;'11060100611; ;8;Subsecção;12;12;12;0;0;8;8;0
2011;'11060100612; ;8;Subsecção;8;8;8;0;0;8;8;0
2011;'11060100613; ;8;Subsecção;12;12;12;0;0;8;8;2
2011;'11060100614; ;8;Subsecção;12;12;11;1;0;9;10;2
2011;'11060100615; ;8;Subsecção;4;4;4;0;0;4;4;0
2011;'11060100616; ;8;Subsecção;7;7;7;0;0;6;6;0
2011;'11060100617; ;8;Subsecção;8;8;8;0;0;4;4;0
2011;'11060100618; ;8;Subsecção;4;4;4;0;0;3;3;1
2011;'11060100619; ;8;Subsecção;10;10;10;0;0;9;9;0
2011;'11060100620; ;8;Subsecção;4;4;4;0;0;1;1;1
2011;'11060100621; ;8;Subsecção;8;8;8;0;0;7;7;0
2011;'11060100622; ;8;Subsecção;14;14;14;0;0;11;11;2
2011;'11060100701; ;8;Subsecção;126;126;126;0;0;110;110;7
2011;'11060100702; ;8;Subsecção;181;181;181;0;0;165;165;2
2011;'11060100801; ;8;Subsecção;32;32;32;0;0;27;27;5
2011;'11060100802; ;8;Subsecção;56;55;55;0;1;33;33;14
2011;'11060100803; ;8;Subsecção;75;75;75;0;0;60;60;13
2011;'11060100804; ;8;Subsecção;39;39;39;0;0;22;22;13
2011;'11060100901; ;8;Subsecção;38;38;38;0;0;27;27;7
2011;'11060100902; ;8;Subsecção;112;112;112;0;0;95;95;4
2011;'11060100903; ;8;Subsecção;28;28;28;0;0;21;21;0
2011;'11060100904; ;8;Subsecção;28;28;28;0;0;22;22;3
2011;'11060100905; ;8;Subsecção;84;84;84;0;0;69;69;1
2011;'11060100906; ;8;Subsecção;52;52;51;1;0;48;49;1
2011;'11060101001; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11060101002; ;8;Subsecção;41;41;41;0;0;39;39;1
2011;'11060101003; ;8;Subsecção;7;7;7;0;0;5;5;0
2011;'11060101004; ;8;Subsecção;59;59;59;0;0;49;49;4
2011;'11060101005; ;8;Subsecção;4;4;4;0;0;2;2;2
2011;'11060101006; ;8;Subsecção;12;12;12;0;0;12;12;0
2011;'11060101007; ;8;Subsecção;7;7;7;0;0;6;6;1
2011;'11060101008; ;8;Subsecção;5;5;5;0;0;5;5;0
2011;'11060101009; ;8;Subsecção;35;35;35;0;0;29;29;0
2011;'11060101010; ;8;Subsecção;5;5;5;0;0;5;5;0
2011;'11060101011; ;8;Subsecção;1;1;1;0;0;1;1;0
2011;'11060101012; ;8;Subsecção;18;18;18;0;0;12;12;6
2011;'11060101013; ;8;Subsecção;2;2;2;0;0;2;2;0
2011;'11060101014; ;8;Subsecção;3;1;1;0;2;1;1;0
2011;'11060101101; ;8;Subsecção;52;52;52;0;0;44;44;0
2011;'11060101102; ;8;Subsecção;67;67;67;0;0;53;53;1
2011;'11060101103; ;8;Subsecção;30;30;30;0;0;24;24;0
2011;'11060101104; ;8;Subsecção;36;36;36;0;0;32;32;1
2011;'11060101105; ;8;Subsecção;26;26;26;0;0;23;23;2
2011;'11060101201; ;8;Subsecção;98;98;98;0;0;68;68;16
2011;'11060101202; ;8;Subsecção;45;45;45;0;0;39;39;0
2011;'11060101203; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11060101204; ;8;Subsecção;39;39;39;0;0;29;29;4
2011;'11060101205; ;8;Subsecção;8;8;8;0;0;8;8;0
2011;'11060101206; ;8;Subsecção;39;39;39;0;0;27;27;7
2011;'11060101301; ;8;Subsecção;7;7;7;0;0;5;5;1
2011;'11060101302; ;8;Subsecção;6;6;6;0;0;4;4;0
2011;'11060101303; ;8;Subsecção;185;185;185;0;0;155;155;3
2011;'11060101304; ;8;Subsecção;144;144;144;0;0;113;113;0
2011;'11060101401; ;8;Subsecção;261;261;261;0;0;221;221;1
2011;'11060101402; ;8;Subsecção;106;106;106;0;0;91;91;3
2011;'11060101403; ;8;Subsecção;10;10;10;0;0;6;6;0
2011;'11060101501; ;8;Subsecção;80;80;77;3;0;59;62;11
2011;'11060101502; ;8;Subsecção;24;24;24;0;0;20;20;1
2011;'11060101503; ;8;Subsecção;50;50;50;0;0;38;38;5
2011;'11060101504; ;8;Subsecção;59;59;59;0;0;44;44;9
2011;'11060101601; ;8;Subsecção;307;307;307;0;0;236;236;22
2011;'11060101701; ;8;Subsecção;216;216;216;0;0;108;108;99
2011;'11060101702; ;8;Subsecção;11;11;11;0;0;7;7;4
2011;'11060101703; ;8;Subsecção;76;76;76;0;0;72;72;2
2011;'11060101704; ;8;Subsecção;17;17;17;0;0;13;13;1
2011;'11060101801; ;8;Subsecção;44;44;44;0;0;35;35;1
2011;'11060101802; ;8;Subsecção;13;13;13;0;0;9;9;3
2011;'11060101803; ;8;Subsecção;15;15;15;0;0;13;13;0
2011;'11060101804; ;8;Subsecção;20;20;20;0;0;16;16;3
2011;'11060101805; ;8;Subsecção;15;15;15;0;0;11;11;1
2011;'11060101806; ;8;Subsecção;54;54;54;0;0;36;36;8
2011;'11060101807; ;8;Subsecção;42;42;42;0;0;31;31;4
2011;'11060101808; ;8;Subsecção;43;43;43;0;0;32;32;6
2011;'11060101809; ;8;Subsecção;32;32;32;0;0;26;26;1
2011;'11060101901; ;8;Subsecção;326;326;326;0;0;265;265;22
2011;'11060102001; ;8;Subsecção;342;342;342;0;0;263;263;24
2011;'11060102101; ;8;Subsecção;86;86;86;0;0;55;55;20
2011;'11060102102; ;8;Subsecção;82;82;82;0;0;61;61;5
2011;'11060102103; ;8;Subsecção;81;81;81;0;0;68;68;0
2011;'11060102104; ;8;Subsecção;41;41;41;0;0;31;31;5
2011;'11060102105; ;8;Subsecção;20;20;20;0;0;16;16;1
2011;'11060102201; ;8;Subsecção;116;116;116;0;0;84;84;14
2011;'11060102202; ;8;Subsecção;52;52;52;0;0;33;33;8
2011;'11060102203; ;8;Subsecção;83;83;83;0;0;68;68;6
2011;'11060102204; ;8;Subsecção;12;12;12;0;0;11;11;1
2011;'11060102205; ;8;Subsecção;46;46;46;0;0;29;29;13
2011;'11060102206; ;8;Subsecção;15;15;15;0;0;9;9;3
2011;'11060102301; ;8;Subsecção;110;110;110;0;0;88;88;18
2011;'11060102302; ;8;Subsecção;200;199;199;0;1;157;157;22
2011;'11060102401; ;8;Subsecção;291;291;291;0;0;189;189;63
2011;'11060102501; ;8;Subsecção;47;47;47;0;0;37;37;4
2011;'11060102502; ;8;Subsecção;49;49;49;0;0;41;41;6
2011;'11060102503; ;8;Subsecção;12;12;12;0;0;10;10;2
2011;'11060102504; ;8;Subsecção;21;21;21;0;0;17;17;0
2011;'11060102505; ;8;Subsecção;6;6;6;0;0;6;6;0
2011;'11060102506; ;8;Subsecção;156;156;156;0;0;122;122;12
2011;'11060102507; ;8;Subsecção;14;14;14;0;0;8;8;5
2011;'11060102508; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11060102601; ;8;Subsecção;20;20;20;0;0;13;13;4
2011;'11060102602; ;8;Subsecção;45;45;45;0;0;21;21;12
2011;'11060102603; ;8;Subsecção;101;101;101;0;0;77;77;13
2011;'11060102604; ;8;Subsecção;33;33;33;0;0;27;27;4
2011;'11060102605; ;8;Subsecção;13;13;13;0;0;6;6;7
2011;'11060102606; ;8;Subsecção;94;94;94;0;0;56;56;14
2011;'11060102701; ;8;Subsecção;262;262;262;0;0;210;210;8
2011;'11060102702; ;8;Subsecção;1;0;0;0;1;0;0;0
2011;'11060102703; ;8;Subsecção;19;19;19;0;0;8;8;7
2011;'11060102801; ;8;Subsecção;8;8;8;0;0;4;4;1
2011;'11060102802; ;8;Subsecção;107;107;107;0;0;75;75;5
2011;'11060102803; ;8;Subsecção;215;215;215;0;0;162;162;15
2011;'11060102901; ;8;Subsecção;82;82;82;0;0;64;64;9
2011;'11060102902; ;8;Subsecção;61;61;61;0;0;49;49;2
2011;'11060102903; ;8;Subsecção;21;21;21;0;0;16;16;2
2011;'11060102904; ;8;Subsecção;113;112;112;0;1;83;83;20
2011;'11060103001; ;8;Subsecção;372;372;371;1;0;271;272;40
2011;'11060200101; ;8;Subsecção;24;24;24;0;0;17;17;5
2011;'11060200102; ;8;Subsecção;11;11;10;1;0;9;10;1
2011;'11060200103; ;8;Subsecção;109;109;108;1;0;80;81;21
2011;'11060200104; ;8;Subsecção;1;1;1;0;0;1;1;0
2011;'11060200105; ;8;Subsecção;25;25;25;0;0;21;21;2
2011;'11060200106; ;8;Subsecção;25;25;25;0;0;19;19;6
2011;'11060200107; ;8;Subsecção;11;11;11;0;0;9;9;0
2011;'11060200108; ;8;Subsecção;10;10;10;0;0;9;9;1
2011;'11060200109; ;8;Subsecção;25;25;25;0;0;23;23;2
2011;'11060200110; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11060200111; ;8;Subsecção;8;8;8;0;0;7;7;1
2011;'11060200112; ;8;Subsecção;10;10;10;0;0;7;7;3
2011;'11060200113; ;8;Subsecção;6;6;6;0;0;6;6;0
2011;'11060200114; ;8;Subsecção;10;10;10;0;0;8;8;2
2011;'11060200115; ;8;Subsecção;4;4;4;0;0;4;4;0
2011;'11060200116; ;8;Subsecção;8;8;8;0;0;6;6;2
2011;'11060200117; ;8;Subsecção;6;6;6;0;0;4;4;1
2011;'11060200118; ;8;Subsecção;1;1;1;0;0;0;0;0
2011;'11060200119; ;8;Subsecção;4;4;4;0;0;4;4;0
2011;'11060200120; ;8;Subsecção;2;2;2;0;0;2;2;0
2011;'11060200201; ;8;Subsecção;17;17;17;0;0;11;11;4
2011;'11060200202; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11060200203; ;8;Subsecção;100;100;100;0;0;72;72;9
2011;'11060200204; ;8;Subsecção;148;148;148;0;0;111;111;10
2011;'11060200205; ;8;Subsecção;98;98;98;0;0;47;47;49
2011;'11060200301; ;8;Subsecção;140;140;140;0;0;110;110;25
2011;'11060200302; ;8;Subsecção;87;87;87;0;0;53;53;32
2011;'11060200303; ;8;Subsecção;120;120;119;1;0;75;76;37
2011;'11060200401; ;8;Subsecção;61;61;61;0;0;47;47;6
2011;'11060200402; ;8;Subsecção;67;67;66;1;0;53;54;7
2011;'11060200403; ;8;Subsecção;16;16;16;0;0;15;15;0
2011;'11060200404; ;8;Subsecção;69;69;69;0;0;58;58;1
2011;'11060200405; ;8;Subsecção;36;36;36;0;0;26;26;1
2011;'11060200406; ;8;Subsecção;36;36;36;0;0;28;28;2
2011;'11060200501; ;8;Subsecção;115;115;115;0;0;92;92;14
2011;'11060200502; ;8;Subsecção;113;113;103;10;0;74;84;21
2011;'11060200503; ;8;Subsecção;79;79;79;0;0;66;66;6
2011;'11060200504; ;8;Subsecção;46;46;46;0;0;30;30;7
2011;'11060200505; ;8;Subsecção;37;37;37;0;0;27;27;8
2011;'11060200601; ;8;Subsecção;67;67;67;0;0;52;52;9
2011;'11060200602; ;8;Subsecção;104;104;104;0;0;88;88;12
2011;'11060200603; ;8;Subsecção;76;76;76;0;0;53;53;6
2011;'11060200701; ;8;Subsecção;21;21;21;0;0;17;17;3
2011;'11060200702; ;8;Subsecção;138;136;136;0;2;95;95;26
2011;'11060200703; ;8;Subsecção;30;30;30;0;0;25;25;3
2011;'11060200704; ;8;Subsecção;94;94;94;0;0;69;69;14
2011;'11060200705; ;8;Subsecção;47;46;46;0;1;36;36;5
2011;'11060200801; ;8;Subsecção;9;8;8;0;1;7;7;1
2011;'11060200802; ;8;Subsecção;169;169;169;0;0;136;136;19
2011;'11060200803; ;8;Subsecção;125;125;125;0;0;88;88;15
2011;'11060200901; ;8;Subsecção;26;26;26;0;0;11;11;12
2011;'11060200902; ;8;Subsecção;165;165;165;0;0;142;142;12
2011;'11060200903; ;8;Subsecção;17;17;17;0;0;13;13;3
2011;'11060200904; ;8;Subsecção;12;12;12;0;0;12;12;0
2011;'11060200905; ;8;Subsecção;107;107;107;0;0;68;68;33
2011;'11060201001; ;8;Subsecção;267;267;267;0;0;208;208;24
2011;'11060201101; ;8;Subsecção;161;161;161;0;0;127;127;10
2011;'11060201102; ;8;Subsecção;121;121;121;0;0;89;89;12
2011;'11060201201; ;8;Subsecção;350;350;350;0;0;258;258;67
2011;'11060201202; ;8;Subsecção;24;22;22;0;2;18;18;3
2011;'11060201203; ;8;Subsecção;1;0;0;0;1;0;0;0
2011;'11060201301; ;8;Subsecção;139;138;138;0;1;110;110;22
2011;'11060201302; ;8;Subsecção;145;142;142;0;3;99;99;34
2011;'11060201303; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11060201304; ;8;Subsecção;2;0;0;0;2;0;0;0
2011;'11060201305; ;8;Subsecção;7;7;7;0;0;4;4;3
2011;'11060201306; ;8;Subsecção;29;29;29;0;0;16;16;11
2011;'11060201401; ;8;Subsecção;116;116;116;0;0;82;82;25
2011;'11060201402; ;8;Subsecção;87;87;87;0;0;51;51;28
2011;'11060201403; ;8;Subsecção;35;35;35;0;0;29;29;3
2011;'11060201404; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11060201405; ;8;Subsecção;105;105;105;0;0;64;64;32
2011;'11060201501; ;8;Subsecção;431;431;431;0;0;344;344;57
2011;'11060201601; ;8;Subsecção;122;121;121;0;1;91;91;17
2011;'11060201602; ;8;Subsecção;92;92;92;0;0;70;70;9
2011;'11060201603; ;8;Subsecção;125;125;125;0;0;93;93;25
2011;'11060201701; ;8;Subsecção;143;143;143;0;0;105;105;17
2011;'11060201702; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11060201703; ;8;Subsecção;145;145;145;0;0;112;112;26
2011;'11060201801; ;8;Subsecção;60;60;60;0;0;47;47;7
2011;'11060201802; ;8;Subsecção;251;251;251;0;0;175;175;33
2011;'11060201901; ;8;Subsecção;135;135;135;0;0;104;104;20
2011;'11060201902; ;8;Subsecção;181;181;181;0;0;121;121;41
2011;'11060201903; ;8;Subsecção;17;17;17;0;0;15;15;2
2011;'11060202001; ;8;Subsecção;110;107;107;0;3;76;76;22
2011;'11060202002; ;8;Subsecção;1;1;1;0;0;1;1;0
2011;'11060202003; ;8;Subsecção;167;167;167;0;0;113;113;28
2011;'11060202004; ;8;Subsecção;54;53;53;0;1;35;35;15
2011;'11060202005; ;8;Subsecção;9;8;8;0;1;6;6;2
2011;'11060202006; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11060202007; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11060202101; ;8;Subsecção;107;107;107;0;0;77;77;15
2011;'11060202102; ;8;Subsecção;151;151;151;0;0;104;104;32
2011;'11060202103; ;8;Subsecção;158;158;158;0;0;102;102;39
2011;'11060202201; ;8;Subsecção;156;156;156;0;0;110;110;21
2011;'11060202202; ;8;Subsecção;150;150;150;0;0;104;104;31
2011;'11060202301; ;8;Subsecção;436;436;436;0;0;325;325;49
2011;'11060202401; ;8;Subsecção;237;237;237;0;0;176;176;29
2011;'11060202402; ;8;Subsecção;46;46;46;0;0;32;32;12
2011;'11060202403; ;8;Subsecção;26;26;26;0;0;22;22;3
2011;'11060202404; ;8;Subsecção;34;34;34;0;0;19;19;7
2011;'11060202501; ;8;Subsecção;309;309;309;0;0;238;238;49
2011;'11060202502; ;8;Subsecção;29;28;28;0;1;21;21;4
2011;'11060202601; ;8;Subsecção;52;52;52;0;0;35;35;2
2011;'11060202602; ;8;Subsecção;120;120;120;0;0;84;84;20
2011;'11060202603; ;8;Subsecção;114;114;114;0;0;85;85;15
2011;'11060202701; ;8;Subsecção;185;185;185;0;0;113;113;31
2011;'11060202702; ;8;Subsecção;86;86;86;0;0;59;59;17
2011;'11060300101; ;8;Subsecção;23;23;23;0;0;18;18;4
2011;'11060300102; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11060300103; ;8;Subsecção;52;52;51;1;0;43;44;3
2011;'11060300201; ;8;Subsecção;32;32;32;0;0;18;18;10
2011;'11060300202; ;8;Subsecção;170;170;170;0;0;120;120;36
2011;'11060300203; ;8;Subsecção;82;81;81;0;1;53;53;17
2011;'11060300204; ;8;Subsecção;193;189;189;0;4;121;121;42
2011;'11060300301; ;8;Subsecção;299;299;299;0;0;226;226;60
2011;'11060300401; ;8;Subsecção;107;107;107;0;0;94;94;4
2011;'11060300402; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11060300403; ;8;Subsecção;268;268;268;0;0;198;198;28
2011;'11060300501; ;8;Subsecção;299;298;298;0;1;232;232;34
2011;'11060300601; ;8;Subsecção;425;425;425;0;0;288;288;62
2011;'11060300701; ;8;Subsecção;186;186;186;0;0;119;119;20
2011;'11060300702; ;8;Subsecção;72;72;72;0;0;53;53;10
2011;'11060300801; ;8;Subsecção;134;134;134;0;0;125;125;8
2011;'11060300802; ;8;Subsecção;74;74;74;0;0;69;69;2
2011;'11060300803; ;8;Subsecção;106;106;106;0;0;101;101;1
2011;'11060300804; ;8;Subsecção;108;108;108;0;0;105;105;1
2011;'11060300901; ;8;Subsecção;205;205;205;0;0;131;131;33
2011;'11060300902; ;8;Subsecção;1;0;0;0;1;0;0;0
2011;'11060300903; ;8;Subsecção;139;139;139;0;0;109;109;11
2011;'11060301001; ;8;Subsecção;243;243;243;0;0;145;145;67
2011;'11060301002; ;8;Subsecção;157;157;157;0;0;122;122;19
2011;'11060301101; ;8;Subsecção;98;98;98;0;0;63;63;21
2011;'11060301102; ;8;Subsecção;69;69;69;0;0;54;54;8
2011;'11060301103; ;8;Subsecção;133;133;133;0;0;99;99;17
2011;'11060301201; ;8;Subsecção;216;216;215;1;0;151;152;27
2011;'11060301202; ;8;Subsecção;159;158;158;0;1;114;114;14
2011;'11060301301; ;8;Subsecção;223;222;222;0;1;174;174;11
2011;'11060301401; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11060301402; ;8;Subsecção;57;57;57;0;0;40;40;6
2011;'11060301403; ;8;Subsecção;214;214;214;0;0;149;149;40
2011;'11060301404; ;8;Subsecção;47;47;47;0;0;32;32;3
2011;'11060301501; ;8;Subsecção;50;50;50;0;0;35;35;10
2011;'11060301502; ;8;Subsecção;195;195;195;0;0;147;147;19
2011;'11060301503; ;8;Subsecção;89;89;89;0;0;73;73;10
2011;'11060301601; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11060301602; ;8;Subsecção;216;216;216;0;0;166;166;15
2011;'11060301701; ;8;Subsecção;169;169;169;0;0;108;108;46
2011;'11060301702; ;8;Subsecção;120;120;120;0;0;92;92;18
2011;'11060301801; ;8;Subsecção;110;109;109;0;1;69;69;30
2011;'11060301802; ;8;Subsecção;99;99;99;0;0;79;79;15
2011;'11060301803; ;8;Subsecção;138;137;137;0;1;95;95;21
2011;'11060301901; ;8;Subsecção;129;129;129;0;0;104;104;13
2011;'11060301902; ;8;Subsecção;135;135;135;0;0;97;97;15
2011;'11060301903; ;8;Subsecção;76;76;76;0;0;50;50;13
2011;'11060301904; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11060400101; ;8;Subsecção;454;454;454;0;0;378;378;35
2011;'11060400201; ;8;Subsecção;509;507;507;0;2;383;383;79
2011;'11060400301; ;8;Subsecção;62;62;62;0;0;51;51;8
