ANO;GEO_COD;GEO_COD_DSG;NIVEL;NIVEL_DSG;N_ALOJAMENTOS;N_ALOJAMENTOS_FAMILIARES;N_ALOJAMENTOS_FAM_CLASSICOS;N_ALOJAMENTOS_FAM_N_CLASSICOS;N_ALOJAMENTOS_COLECTIVOS;N_CLASSICOS_RES_HABITUAL;N_ALOJAMENTOS_RES_HABITUAL;N_ALOJAMENTOS_VAGOS
2011;'11061803603; ;8;Subsecção;128;128;128;0;0;112;112;0
2011;'11061803701; ;8;Subsecção;190;190;190;0;0;154;154;19
2011;'11061803801; ;8;Subsecção;64;64;64;0;0;47;47;5
2011;'11061803802; ;8;Subsecção;110;110;110;0;0;87;87;2
2011;'11061803803; ;8;Subsecção;98;98;98;0;0;81;81;5
2011;'11061803901; ;8;Subsecção;108;107;107;0;1;80;80;10
2011;'11061803902; ;8;Subsecção;79;79;79;0;0;71;71;6
2011;'11061803903; ;8;Subsecção;118;118;118;0;0;105;105;4
2011;'11061804001; ;8;Subsecção;180;180;180;0;0;146;146;6
2011;'11061804101; ;8;Subsecção;244;243;242;1;1;191;192;39
2011;'11061804102; ;8;Subsecção;96;96;96;0;0;78;78;7
2011;'11061804201; ;8;Subsecção;56;56;56;0;0;43;43;1
2011;'11061804202; ;8;Subsecção;38;38;38;0;0;34;34;1
2011;'11061804203; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11061804204; ;8;Subsecção;20;20;20;0;0;16;16;3
2011;'11061804205; ;8;Subsecção;139;139;139;0;0;97;97;6
2011;'11061804301; ;8;Subsecção;103;103;103;0;0;89;89;7
2011;'11061804302; ;8;Subsecção;96;96;96;0;0;59;59;32
2011;'11061804303; ;8;Subsecção;105;105;105;0;0;82;82;13
2011;'11061804304; ;8;Subsecção;83;83;83;0;0;71;71;10
2011;'11061804401; ;8;Subsecção;157;157;157;0;0;124;124;11
2011;'11061804402; ;8;Subsecção;46;46;46;0;0;40;40;0
2011;'11061804403; ;8;Subsecção;40;40;40;0;0;38;38;1
2011;'11061804404; ;8;Subsecção;60;60;60;0;0;49;49;3
2011;'11061804501; ;8;Subsecção;323;322;322;0;1;247;247;38
2011;'11061804601; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11061804602; ;8;Subsecção;200;200;200;0;0;148;148;17
2011;'11061804603; ;8;Subsecção;163;163;163;0;0;114;114;20
2011;'11061804701; ;8;Subsecção;138;138;138;0;0;124;124;1
2011;'11061804702; ;8;Subsecção;208;208;208;0;0;158;158;5
2011;'11061804801; ;8;Subsecção;94;93;93;0;1;82;82;8
2011;'11061804802; ;8;Subsecção;2;0;0;0;2;0;0;0
2011;'11061804901; ;8;Subsecção;182;182;182;0;0;132;132;21
2011;'11061804902; ;8;Subsecção;87;87;87;0;0;63;63;17
2011;'11061805001; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11061805002; ;8;Subsecção;113;113;113;0;0;103;103;5
2011;'11061805003; ;8;Subsecção;113;113;113;0;0;97;97;8
2011;'11061805101; ;8;Subsecção;428;428;428;0;0;334;334;51
2011;'11061805201; ;8;Subsecção;563;563;563;0;0;417;417;34
2011;'11061805301; ;8;Subsecção;140;140;140;0;0;85;85;28
2011;'11061805302; ;8;Subsecção;102;102;102;0;0;71;71;18
2011;'11061805401; ;8;Subsecção;17;17;17;0;0;11;11;5
2011;'11061805402; ;8;Subsecção;250;250;250;0;0;201;201;14
2011;'11061805501; ;8;Subsecção;230;230;230;0;0;189;189;7
2011;'11061805601; ;8;Subsecção;270;270;270;0;0;215;215;29
2011;'11061805701; ;8;Subsecção;130;130;130;0;0;120;120;5
2011;'11061805702; ;8;Subsecção;46;46;46;0;0;37;37;0
2011;'11061805703; ;8;Subsecção;116;116;116;0;0;88;88;4
2011;'11061805801; ;8;Subsecção;187;187;187;0;0;149;149;9
2011;'11061805901; ;8;Subsecção;72;72;72;0;0;59;59;3
2011;'11061805902; ;8;Subsecção;24;23;23;0;1;21;21;0
2011;'11061805903; ;8;Subsecção;51;51;51;0;0;37;37;9
2011;'11061805904; ;8;Subsecção;104;104;104;0;0;72;72;7
2011;'11061806001; ;8;Subsecção;514;514;514;0;0;324;324;28
2011;'11061806101; ;8;Subsecção;88;88;88;0;0;80;80;2
2011;'11061806102; ;8;Subsecção;111;111;111;0;0;82;82;19
2011;'11061806103; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11061806104; ;8;Subsecção;52;51;51;0;1;44;44;2
2011;'11061806201; ;8;Subsecção;413;413;413;0;0;279;279;91
2011;'11061806202; ;8;Subsecção;104;104;104;0;0;28;28;71
2011;'11061806301; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11061806302; ;8;Subsecção;232;231;231;0;1;178;178;16
2011;'11061806401; ;8;Subsecção;414;414;414;0;0;335;335;40
2011;'11061806501; ;8;Subsecção;198;198;198;0;0;159;159;4
2011;'11061806502; ;8;Subsecção;106;105;105;0;1;78;78;11
2011;'11061806601; ;8;Subsecção;325;325;325;0;0;252;252;16
2011;'11061806701; ;8;Subsecção;14;14;14;0;0;13;13;0
2011;'11061806702; ;8;Subsecção;200;200;200;0;0;162;162;3
2011;'11061806801; ;8;Subsecção;113;113;113;0;0;78;78;18
2011;'11061806802; ;8;Subsecção;2;0;0;0;2;0;0;0
2011;'11061806803; ;8;Subsecção;71;71;71;0;0;60;60;8
2011;'11061806901; ;8;Subsecção;89;89;89;0;0;67;67;5
2011;'11061806902; ;8;Subsecção;121;121;121;0;0;103;103;2
2011;'11061806903; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11061807001; ;8;Subsecção;111;111;111;0;0;95;95;7
2011;'11061807002; ;8;Subsecção;170;170;170;0;0;158;158;4
2011;'11061807101; ;8;Subsecção;198;198;198;0;0;158;158;13
2011;'11061807102; ;8;Subsecção;122;122;122;0;0;105;105;3
2011;'11061807201; ;8;Subsecção;83;83;83;0;0;58;58;9
2011;'11061807202; ;8;Subsecção;150;150;150;0;0;119;119;6
2011;'11061807301; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11061807302; ;8;Subsecção;23;23;23;0;0;20;20;0
2011;'11061807303; ;8;Subsecção;177;177;177;0;0;153;153;7
2011;'11061807304; ;8;Subsecção;20;20;20;0;0;16;16;3
2011;'11061807401; ;8;Subsecção;84;84;84;0;0;69;69;9
2011;'11061807402; ;8;Subsecção;129;129;129;0;0;105;105;8
2011;'11061807403; ;8;Subsecção;150;150;150;0;0;115;115;3
2011;'11061900101; ;8;Subsecção;84;84;84;0;0;43;43;35
2011;'11061900102; ;8;Subsecção;41;41;41;0;0;24;24;17
2011;'11061900103; ;8;Subsecção;25;25;25;0;0;4;4;20
2011;'11061900104; ;8;Subsecção;40;40;40;0;0;14;14;23
2011;'11061900105; ;8;Subsecção;13;12;12;0;1;5;5;6
2011;'11061900106; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11061900201; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11061900202; ;8;Subsecção;13;12;12;0;1;4;4;6
2011;'11061900203; ;8;Subsecção;34;33;33;0;1;27;27;2
2011;'11061900204; ;8;Subsecção;1;1;1;0;0;1;1;0
2011;'11061900205; ;8;Subsecção;21;21;21;0;0;6;6;14
2011;'11061900206; ;8;Subsecção;39;39;39;0;0;9;9;30
2011;'11061900207; ;8;Subsecção;18;16;16;0;2;12;12;0
2011;'11061900208; ;8;Subsecção;8;8;8;0;0;0;0;8
2011;'11061900209; ;8;Subsecção;38;38;38;0;0;21;21;15
2011;'11061900210; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11062000101; ;8;Subsecção;41;40;40;0;1;22;22;6
2011;'11062000102; ;8;Subsecção;36;36;36;0;0;9;9;9
2011;'11062000103; ;8;Subsecção;22;22;22;0;0;11;11;10
2011;'11062000104; ;8;Subsecção;16;15;15;0;1;10;10;3
2011;'11062000105; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11062000106; ;8;Subsecção;19;18;18;0;1;14;14;4
2011;'11062000107; ;8;Subsecção;64;64;64;0;0;33;33;16
2011;'11062000108; ;8;Subsecção;37;35;35;0;2;21;21;9
2011;'11062000109; ;8;Subsecção;24;24;24;0;0;17;17;2
2011;'11062000110; ;8;Subsecção;67;67;67;0;0;23;23;11
2011;'11062100101; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11062100102; ;8;Subsecção;258;258;258;0;0;203;203;28
2011;'11062100103; ;8;Subsecção;65;65;65;0;0;55;55;4
2011;'11062100201; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11062100202; ;8;Subsecção;40;40;40;0;0;38;38;1
2011;'11062100203; ;8;Subsecção;170;170;170;0;0;151;151;14
2011;'11062100204; ;8;Subsecção;132;132;132;0;0;119;119;13
2011;'11062100301; ;8;Subsecção;257;257;257;0;0;241;241;7
2011;'11062100302; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11062100303; ;8;Subsecção;124;124;124;0;0;109;109;7
2011;'11062100401; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11062100402; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11062100403; ;8;Subsecção;325;325;325;0;0;293;293;8
2011;'11062100501; ;8;Subsecção;277;277;276;1;0;233;234;35
2011;'11062100502; ;8;Subsecção;116;116;116;0;0;97;97;12
2011;'11062100601; ;8;Subsecção;5;4;4;0;1;2;2;0
2011;'11062100602; ;8;Subsecção;56;56;56;0;0;47;47;9
2011;'11062100701; ;8;Subsecção;2;1;1;0;1;1;1;0
2011;'11062100702; ;8;Subsecção;249;249;249;0;0;221;221;0
2011;'11062100801; ;8;Subsecção;1;0;0;0;1;0;0;0
2011;'11062100802; ;8;Subsecção;128;128;128;0;0;115;115;0
2011;'11062100803; ;8;Subsecção;123;123;123;0;0;109;109;0
2011;'11062100901; ;8;Subsecção;1;0;0;0;1;0;0;0
2011;'11062100902; ;8;Subsecção;303;303;301;2;0;264;266;29
2011;'11062101001; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11062101002; ;8;Subsecção;160;160;160;0;0;132;132;11
2011;'11062101003; ;8;Subsecção;170;170;170;0;0;148;148;9
2011;'11062101004; ;8;Subsecção;21;21;21;0;0;15;15;3
2011;'11062101005; ;8;Subsecção;5;5;5;0;0;3;3;0
2011;'11062101101; ;8;Subsecção;121;121;121;0;0;92;92;18
2011;'11062101102; ;8;Subsecção;86;86;86;0;0;76;76;4
2011;'11062101103; ;8;Subsecção;148;148;148;0;0;127;127;5
2011;'11062101201; ;8;Subsecção;3;3;3;0;0;3;3;0
2011;'11062101202; ;8;Subsecção;104;104;104;0;0;65;65;18
2011;'11062101203; ;8;Subsecção;98;98;98;0;0;57;57;32
2011;'11062101204; ;8;Subsecção;21;21;21;0;0;14;14;5
2011;'11062101301; ;8;Subsecção;60;60;59;1;0;50;51;7
2011;'11062101302; ;8;Subsecção;336;336;335;1;0;300;301;33
2011;'11062101401; ;8;Subsecção;185;185;185;0;0;154;154;6
2011;'11062101402; ;8;Subsecção;98;98;98;0;0;94;94;1
2011;'11062101501; ;8;Subsecção;254;254;254;0;0;219;219;6
2011;'11062101502; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11062101503; ;8;Subsecção;95;95;95;0;0;89;89;0
2011;'11062101601; ;8;Subsecção;90;90;90;0;0;33;33;51
2011;'11062101602; ;8;Subsecção;70;70;70;0;0;65;65;3
2011;'11062101603; ;8;Subsecção;96;96;96;0;0;81;81;8
2011;'11062101701; ;8;Subsecção;153;153;153;0;0;139;139;7
2011;'11062101702; ;8;Subsecção;211;211;211;0;0;167;167;16
2011;'11062101801; ;8;Subsecção;254;254;254;0;0;217;217;8
2011;'11062101901; ;8;Subsecção;82;82;82;0;0;70;70;2
2011;'11062101902; ;8;Subsecção;20;20;19;1;0;16;17;0
2011;'11062101903; ;8;Subsecção;140;140;140;0;0;126;126;1
2011;'11062102001; ;8;Subsecção;244;244;243;1;0;218;219;17
2011;'11062102002; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11062102003; ;8;Subsecção;88;88;88;0;0;74;74;6
2011;'11062102101; ;8;Subsecção;188;188;188;0;0;175;175;4
2011;'11062102102; ;8;Subsecção;70;70;70;0;0;68;68;0
2011;'11062102201; ;8;Subsecção;97;97;97;0;0;86;86;6
2011;'11062102202; ;8;Subsecção;144;144;144;0;0;125;125;7
2011;'11062102301; ;8;Subsecção;229;229;226;3;0;209;212;14
2011;'11062102302; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11062102303; ;8;Subsecção;71;71;70;1;0;61;62;9
2011;'11062102401; ;8;Subsecção;208;208;208;0;0;193;193;6
2011;'11062102402; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11062102403; ;8;Subsecção;208;208;208;0;0;169;169;2
2011;'11062102501; ;8;Subsecção;5;5;5;0;0;5;5;0
2011;'11062102502; ;8;Subsecção;80;80;80;0;0;63;63;12
2011;'11062102503; ;8;Subsecção;151;151;151;0;0;101;101;32
2011;'11062102504; ;8;Subsecção;164;164;164;0;0;92;92;56
2011;'11062102505; ;8;Subsecção;110;110;110;0;0;101;101;3
2011;'11062102601; ;8;Subsecção;146;146;146;0;0;119;119;7
2011;'11062102602; ;8;Subsecção;121;121;121;0;0;95;95;17
2011;'11062102603; ;8;Subsecção;8;8;8;0;0;8;8;0
2011;'11062102604; ;8;Subsecção;14;14;14;0;0;13;13;1
2011;'11062102605; ;8;Subsecção;21;21;21;0;0;19;19;0
2011;'11062102606; ;8;Subsecção;13;13;13;0;0;10;10;0
2011;'11062102607; ;8;Subsecção;8;8;8;0;0;7;7;1
2011;'11062102608; ;8;Subsecção;39;39;39;0;0;29;29;6
2011;'11062102701; ;8;Subsecção;411;411;411;0;0;254;254;126
2011;'11062102801; ;8;Subsecção;305;305;305;0;0;234;234;58
2011;'11062102802; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11062102803; ;8;Subsecção;22;22;22;0;0;19;19;3
2011;'11062102804; ;8;Subsecção;28;28;28;0;0;20;20;7
2011;'11062102901; ;8;Subsecção;176;176;176;0;0;147;147;21
2011;'11062102902; ;8;Subsecção;133;133;133;0;0;112;112;8
2011;'11062103001; ;8;Subsecção;122;122;122;0;0;95;95;13
2011;'11062103002; ;8;Subsecção;257;257;257;0;0;202;202;32
2011;'11062103101; ;8;Subsecção;51;51;51;0;0;34;34;5
2011;'11062103102; ;8;Subsecção;79;79;79;0;0;57;57;9
2011;'11062103103; ;8;Subsecção;87;87;87;0;0;74;74;7
2011;'11062103104; ;8;Subsecção;4;4;4;0;0;2;2;2
2011;'11062103105; ;8;Subsecção;2;2;2;0;0;0;0;2
2011;'11062103106; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11062103107; ;8;Subsecção;19;19;19;0;0;9;9;10
2011;'11062103108; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11062103109; ;8;Subsecção;7;7;7;0;0;7;7;0
2011;'11062103110; ;8;Subsecção;5;5;5;0;0;3;3;2
2011;'11062103201; ;8;Subsecção;192;192;192;0;0;144;144;32
2011;'11062103202; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11062103203; ;8;Subsecção;120;120;120;0;0;99;99;2
2011;'11062103204; ;8;Subsecção;83;83;83;0;0;63;63;0
2011;'11062103301; ;8;Subsecção;1;0;0;0;1;0;0;0
2011;'11062103302; ;8;Subsecção;439;439;437;2;0;382;384;14
2011;'11062103401; ;8;Subsecção;157;157;157;0;0;136;136;12
2011;'11062103402; ;8;Subsecção;163;163;163;0;0;145;145;14
2011;'11062103501; ;8;Subsecção;15;15;14;1;0;11;12;2
2011;'11062103502; ;8;Subsecção;38;38;38;0;0;30;30;7
2011;'11062103503; ;8;Subsecção;215;213;213;0;2;167;167;30
2011;'11062103504; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11062103601; ;8;Subsecção;176;176;176;0;0;166;166;6
2011;'11062103602; ;8;Subsecção;145;145;145;0;0;122;122;9
2011;'11062103701; ;8;Subsecção;227;227;227;0;0;206;206;10
2011;'11062103801; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11062103802; ;8;Subsecção;349;349;349;0;0;310;310;37
2011;'11062103901; ;8;Subsecção;32;32;32;0;0;31;31;0
2011;'11062103902; ;8;Subsecção;24;24;24;0;0;21;21;0
2011;'11062103903; ;8;Subsecção;80;80;80;0;0;72;72;6
2011;'11062103904; ;8;Subsecção;44;44;44;0;0;43;43;0
2011;'11062103905; ;8;Subsecção;96;96;96;0;0;93;93;1
2011;'11062103906; ;8;Subsecção;12;12;12;0;0;11;11;0
2011;'11062103907; ;8;Subsecção;44;44;44;0;0;42;42;0
2011;'11062104001; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11062104002; ;8;Subsecção;10;10;10;0;0;2;2;7
2011;'11062104003; ;8;Subsecção;176;176;176;0;0;151;151;16
2011;'11062104004; ;8;Subsecção;136;136;136;0;0;120;120;2
2011;'11062104101; ;8;Subsecção;179;179;177;2;0;165;167;10
2011;'11062104201; ;8;Subsecção;20;20;20;0;0;19;19;0
2011;'11062104202; ;8;Subsecção;10;9;9;0;1;9;9;0
2011;'11062104203; ;8;Subsecção;108;108;108;0;0;92;92;0
2011;'11062104204; ;8;Subsecção;84;84;84;0;0;69;69;0
2011;'11062104301; ;8;Subsecção;430;430;430;0;0;370;370;0
2011;'11062104401; ;8;Subsecção;5;5;5;0;0;4;4;0
2011;'11062104402; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11062104403; ;8;Subsecção;236;234;234;0;2;194;194;25
2011;'11062104501; ;8;Subsecção;192;191;191;0;1;181;181;5
2011;'11062104502; ;8;Subsecção;147;147;147;0;0;120;120;10
2011;'11062104601; ;8;Subsecção;1;1;1;0;0;1;1;0
2011;'11062104602; ;8;Subsecção;243;243;242;1;0;216;217;26
2011;'11062104603; ;8;Subsecção;70;70;70;0;0;48;48;20
2011;'11062104701; ;8;Subsecção;88;88;88;0;0;79;79;5
2011;'11062104702; ;8;Subsecção;1;1;1;0;0;0;0;0
2011;'11062104801; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11062104802; ;8;Subsecção;189;189;189;0;0;128;128;44
2011;'11062104803; ;8;Subsecção;128;128;126;2;0;100;102;24
2011;'11062104901; ;8;Subsecção;280;280;280;0;0;256;256;20
2011;'11062104902; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11062105001; ;8;Subsecção;153;153;153;0;0;96;96;24
2011;'11062105002; ;8;Subsecção;82;82;82;0;0;57;57;15
2011;'11062105101; ;8;Subsecção;55;55;55;0;0;43;43;12
2011;'11062105102; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11062105103; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11062105104; ;8;Subsecção;104;104;104;0;0;85;85;16
2011;'11062105201; ;8;Subsecção;272;272;271;1;0;249;250;7
2011;'11062105202; ;8;Subsecção;81;81;81;0;0;77;77;4
2011;'11062105301; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11062105302; ;8;Subsecção;78;78;78;0;0;74;74;2
2011;'11062105303; ;8;Subsecção;134;134;134;0;0;122;122;1
2011;'11062105304; ;8;Subsecção;48;48;48;0;0;44;44;1
2011;'11062105305; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11062105306; ;8;Subsecção;2;1;1;0;1;1;1;0
2011;'11062105401; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11062105402; ;8;Subsecção;100;100;100;0;0;83;83;13
2011;'11062105403; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11062105404; ;8;Subsecção;19;19;19;0;0;19;19;0
2011;'11062105405; ;8;Subsecção;49;49;49;0;0;46;46;1
2011;'11062105406; ;8;Subsecção;12;12;12;0;0;9;9;1
2011;'11062105407; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11062105501; ;8;Subsecção;3;3;3;0;0;2;2;1
2011;'11062105502; ;8;Subsecção;47;47;47;0;0;45;45;2
2011;'11062105503; ;8;Subsecção;48;48;48;0;0;44;44;3
2011;'11062105504; ;8;Subsecção;97;97;97;0;0;83;83;13
2011;'11062105505; ;8;Subsecção;64;64;64;0;0;53;53;7
2011;'11062200101; ;8;Subsecção;45;45;45;0;0;27;27;13
2011;'11062200102; ;8;Subsecção;53;52;52;0;1;23;23;20
2011;'11062200103; ;8;Subsecção;57;57;57;0;0;40;40;12
2011;'11062200104; ;8;Subsecção;43;43;43;0;0;19;19;18
2011;'11062200105; ;8;Subsecção;87;87;87;0;0;46;46;25
2011;'11062200201; ;8;Subsecção;138;138;138;0;0;97;97;25
2011;'11062200202; ;8;Subsecção;116;116;116;0;0;68;68;32
2011;'11062200203; ;8;Subsecção;27;27;27;0;0;20;20;6
2011;'11062200204; ;8;Subsecção;50;50;50;0;0;32;32;12
2011;'11062200301; ;8;Subsecção;72;72;72;0;0;52;52;10
2011;'11062200302; ;8;Subsecção;251;251;251;0;0;131;131;82
2011;'11062200401; ;8;Subsecção;143;143;143;0;0;99;99;33
2011;'11062200402; ;8;Subsecção;68;68;68;0;0;36;36;27
2011;'11062200403; ;8;Subsecção;112;112;112;0;0;80;80;23
2011;'11062200501; ;8;Subsecção;112;112;112;0;0;61;61;28
2011;'11062200502; ;8;Subsecção;79;79;79;0;0;50;50;14
2011;'11062200503; ;8;Subsecção;2;1;1;0;1;0;0;1
2011;'11062200504; ;8;Subsecção;88;88;88;0;0;60;60;15
2011;'11062200505; ;8;Subsecção;53;53;53;0;0;34;34;18
2011;'11062200601; ;8;Subsecção;204;204;204;0;0;133;133;57
2011;'11062200602; ;8;Subsecção;129;129;129;0;0;87;87;33
2011;'11062200603; ;8;Subsecção;9;9;9;0;0;6;6;2
2011;'11062200701; ;8;Subsecção;186;186;183;3;0;130;133;37
2011;'11062200702; ;8;Subsecção;70;70;70;0;0;46;46;13
2011;'11062200703; ;8;Subsecção;69;69;65;4;0;50;54;5
2011;'11062200801; ;8;Subsecção;158;158;158;0;0;104;104;42
2011;'11062200802; ;8;Subsecção;20;20;20;0;0;11;11;5
2011;'11062200803; ;8;Subsecção;54;53;53;0;1;38;38;7
2011;'11062200804; ;8;Subsecção;6;6;6;0;0;4;4;0
2011;'11062200805; ;8;Subsecção;91;91;91;0;0;53;53;27
2011;'11062200901; ;8;Subsecção;61;61;61;0;0;39;39;22
2011;'11062200902; ;8;Subsecção;129;129;129;0;0;91;91;37
2011;'11062200903; ;8;Subsecção;92;92;92;0;0;60;60;30
2011;'11062200904; ;8;Subsecção;64;64;64;0;0;39;39;24
2011;'11062201001; ;8;Subsecção;117;117;117;0;0;67;67;36
2011;'11062201002; ;8;Subsecção;197;196;196;0;1;132;132;49
2011;'11062300101; ;8;Subsecção;36;36;36;0;0;30;30;3
2011;'11062300102; ;8;Subsecção;121;121;121;0;0;86;86;22
2011;'11062300103; ;8;Subsecção;56;54;54;0;2;33;33;3
2011;'11062300104; ;8;Subsecção;2;0;0;0;2;0;0;0
2011;'11062300201; ;8;Subsecção;815;806;806;0;9;435;435;268
2011;'11062300301; ;8;Subsecção;103;103;103;0;0;74;74;20
2011;'11062300302; ;8;Subsecção;62;62;62;0;0;31;31;22
2011;'11062300303; ;8;Subsecção;3;0;0;0;3;0;0;0
2011;'11062300304; ;8;Subsecção;54;54;54;0;0;49;49;4
2011;'11062300305; ;8;Subsecção;135;135;135;0;0;104;104;10
2011;'11062300401; ;8;Subsecção;23;23;23;0;0;20;20;3
2011;'11062300402; ;8;Subsecção;116;116;116;0;0;70;70;35
2011;'11062300403; ;8;Subsecção;1;0;0;0;1;0;0;0
2011;'11062300404; ;8;Subsecção;88;88;88;0;0;14;14;62
2011;'11062300405; ;8;Subsecção;118;118;118;0;0;77;77;21
2011;'11062300501; ;8;Subsecção;92;91;91;0;1;60;60;11
2011;'11062300502; ;8;Subsecção;265;264;264;0;1;208;208;13
2011;'11062300601; ;8;Subsecção;92;92;92;0;0;63;63;13
2011;'11062300602; ;8;Subsecção;108;108;108;0;0;64;64;25
2011;'11062300603; ;8;Subsecção;74;74;74;0;0;37;37;14
2011;'11062300701; ;8;Subsecção;400;400;400;0;0;284;284;63
2011;'11062300801; ;8;Subsecção;142;142;142;0;0;116;116;9
2011;'11062300802; ;8;Subsecção;174;174;174;0;0;107;107;50
2011;'11062300901; ;8;Subsecção;2;2;2;0;0;2;2;0
2011;'11062300902; ;8;Subsecção;224;224;224;0;0;146;146;27
2011;'11062301001; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11062301002; ;8;Subsecção;123;123;123;0;0;85;85;26
2011;'11062301003; ;8;Subsecção;67;66;66;0;1;48;48;13
2011;'11062301004; ;8;Subsecção;108;107;107;0;1;76;76;22
2011;'11062301101; ;8;Subsecção;174;174;174;0;0;114;114;29
2011;'11062301102; ;8;Subsecção;145;145;145;0;0;95;95;22
2011;'11062301103; ;8;Subsecção;22;22;22;0;0;11;11;8
2011;'11062301201; ;8;Subsecção;139;138;138;0;1;83;83;22
2011;'11062301202; ;8;Subsecção;166;165;165;0;1;107;107;16
2011;'11062301203; ;8;Subsecção;52;52;52;0;0;37;37;9
2011;'11062301301; ;8;Subsecção;1;0;0;0;1;0;0;0
2011;'11062301302; ;8;Subsecção;101;101;101;0;0;75;75;12
2011;'11062301303; ;8;Subsecção;183;181;181;0;2;113;113;43
2011;'11062301401; ;8;Subsecção;156;156;156;0;0;108;108;21
2011;'11062301402; ;8;Subsecção;79;79;79;0;0;67;67;1
2011;'11062301403; ;8;Subsecção;87;87;87;0;0;51;51;22
2011;'11062301501; ;8;Subsecção;0;0;0;0;0;0;0;0
2011;'11062301502; ;8;Subsecção;101;101;101;0;0;50;50;37
